__template__;__title__;__vraag__;__mc1Goed__;__mc2Fout__;__mc3Fout__;__mc4Fout__;__fill1Goed__;__fill2Goed__;__fill3Goed__;__fill4Goed__;__fill5Goed__;__fill6Goed__;__fill7Goed__;__fill8Goed__;__openModelAntwoord__;__openCriterium1__;__openCriterium2__;__openCriterium3__;__openCriterium4__;__1Jaar__;__2Hoofdstuk__;__3Deel__;__4Pargrf__;__5Taal__;__6Omvang__;__7Type__;__8Bron__;__meta__
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mc;la photo;la photo;de foto;het bericht;de school;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;le message;le message;het bericht;de rekening;de vriend;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;la réaction;la réaction;de reactie;het antwoord;de vraag;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;le commentaire;le commentaire;het commentaar;de zin;de (web)site;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;le site (web);le site (web);de (web)site;de app;de rekening;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;l'appli (v);l'appli (v);de app;de (web)site;de foto;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;les réseaux sociaux (m mv);les réseaux sociaux (m mv);de sociale media;de (web)site;de mobiele telefoon;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;le portable;le portable;de mobiele telefoon;de klas;de prijs;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;l'addition (v);l'addition (v);de rekening;de app;het advies;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;dire;dire;zeggen;denken;gaan;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;penser;penser;denken;betalen;werken;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;attendre;attendre;wachten;stoppen;leren;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;utiliser;utiliser;gebruiken;lezen;luisteren;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;travailler;travailler;werken;denken;stoppen;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;payer;payer;betalen;zeggen;denken;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;j'y vais;j'y vais;ik ga weg;ik maak;ik plaats;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;il voit;il voit;hij ziet;hij heeft gezien;hij gaat weg;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;donne-moi;donne-moi;geef mij!;ik heb gezien!;luister!;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;j'ai vu;j'ai vu;ik heb gezien;ik ga weg;ik heb gelezen;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;amuse-toi bien!;amuse-toi bien!;veel plezier!;veel succes!;geef mij!;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;on était;on était;wij waren;wij hebben gezien;wij zijn geweest;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;tu vas bien ?;tu vas bien ?;gaat het goed met je?;heb je gezien?;ga je weg?;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;bienvenue;bienvenue;welkom;tot later;dankzij;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;à plus;à plus;tot later;welkom;dichtbij;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;grâce à;grâce à;dankzij;omdat;tot later;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;devant;devant;voor (plaats);naast;dichtbij;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;derrière;derrière;achter;voor (plaats);bijna;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;près de;près de;dichtbij;dankzij;meer dan;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;heureux, heureuse;heureux, heureuse;gelukkig;nieuw;goed;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;drôle;drôle;grappig;gelukkig;sportief;;;;;;;;;;;;;;;3H;H01;ABCD;A;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253920,253929,253931,253933,253936]}"
mc;les gens (m mv);les gens (m mv);de mensen;de vrienden;de social media;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;la tête;la tête;het hoofd;de tijd;de mobiele telefoon;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;le temps;le temps;de tijd;de prijs;de tand;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;le truc;le truc;het ding;de app;de rekening;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;presque;presque;bijna;toch;al;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;pourtant;pourtant;toch;vaak;dichtbij;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;maintenant;maintenant;nu;vaak;vroeger;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;avoir besoin (de);avoir besoin (de);nodig hebben;luisteren;betalen;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;le conseil;le conseil;het advies;de reden;de (web)site;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;la raison;la raison;de reden;de rekening;de prijs;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;la dent;la dent;de tand;de rekening;het ding;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;le sens de l'humour;le sens de l'humour;het gevoel voor humor;de mobiele telefoon;de sociale media;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;oublier;oublier;vergeten;stoppen;kiezen;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;arrêter;arrêter;stoppen;downloaden;luisteren;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;né(e);né(e);geboren;aardig;nieuw;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;facile;facile;makkelijk;intelligent;aardig;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;nouveau, nouvelle;nouveau, nouvelle;nieuw;jong;geboren;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;premier, première;premier, première;eerste;sportief;groot;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;vieux, vieille;vieux, vieille;oud;grappig;makkelijk;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;bon, bonne;bon, bonne;goed;slecht;mooi;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;faire attention à;faire attention à;opletten;denken;nodig hebben;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;télécharger;télécharger;downloaden;opladen;televisie kijken;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;garder;garder;bewaren;downloaden;gaan;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;montrer;montrer;laten zien;bewaren;betalen;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;la meilleure amie;la meilleure amie;de beste vriendin;het gevoel voor humor;de social media ;;;;;;;;;;;;;;;3H;H01;ABCD;B;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253918,253921,253929,253931,253933,253936]}"
mc;marrant(e);marrant(e);grappig;slim;geboren;;;;;;;;;;;;;;;3H;H01;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253919,253924,253929,253931,253933,253936]}"
mc;intelligent(e);intelligent(e);slim;actief;egoïstisch;;;;;;;;;;;;;;;3H;H01;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253919,253924,253929,253931,253933,253936]}"
mc;méchant(e);méchant(e);gemeen;fout;verlegen;;;;;;;;;;;;;;;3H;H01;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253919,253924,253929,253931,253933,253936]}"
mc;égoïste ;égoïste ;egoïstisch;grappig;sportief;;;;;;;;;;;;;;;3H;H01;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253919,253924,253929,253931,253933,253936]}"
mc;timide;timide;verlegen;oud;lui;;;;;;;;;;;;;;;3H;H01;EFGH;E;FA-NL;woord;mpc;Noordhoff-gl6;"{""objective_ids"": [253908,253910,253919,253924,253929,253931,253933,253936]}"
